Date,Time,¹q¬y_A
25/09/01,09:09:54,6.9
25/09/01,09:09:56,6.7
25/09/01,09:09:58,6.8
25/09/01,09:10:00,7.4
25/09/01,09:10:02,6.9
25/09/01,09:10:04,6.9
25/09/01,09:10:06,7.0
25/09/01,09:10:08,7.1
25/09/01,09:10:10,7.1
25/09/01,09:10:12,7.3
25/09/01,09:10:14,7.1
25/09/01,09:10:16,7.1
25/09/01,09:10:18,7.1
25/09/01,09:10:20,7.7
25/09/01,09:10:22,7.5
25/09/01,09:10:24,8.0
25/09/01,09:10:26,7.6
25/09/01,09:10:28,8.0
25/09/01,09:10:30,8.1
25/09/01,09:10:32,8.6
25/09/01,09:10:34,8.7
25/09/01,09:10:36,8.6
25/09/01,09:10:38,8.5
25/09/01,09:10:40,8.8
25/09/01,09:10:42,8.9
25/09/01,09:10:44,8.9
25/09/01,09:10:46,9.0
25/09/01,09:10:48,8.9
25/09/01,09:10:50,9.1
25/09/01,09:10:52,9.1
25/09/01,09:10:54,9.0
25/09/01,09:10:56,9.5
25/09/01,09:10:58,9.0
25/09/01,09:11:00,8.9
25/09/01,09:11:02,8.8
25/09/01,09:11:04,8.8
25/09/01,09:11:06,9.4
25/09/01,09:11:08,9.0
25/09/01,09:11:10,8.8
25/09/01,09:11:12,9.7
25/09/01,09:11:14,9.0
25/09/01,09:11:16,9.0
25/09/01,09:11:18,9.4
25/09/01,09:11:20,9.0
25/09/01,09:11:22,9.7
25/09/01,09:11:24,8.8
25/09/01,09:11:26,8.6
25/09/01,09:11:28,8.4
25/09/01,09:11:30,8.4
25/09/01,09:11:32,9.0
25/09/01,09:11:34,8.3
25/09/01,09:11:36,8.5
25/09/01,09:11:38,8.0
25/09/01,09:11:40,7.4
25/09/01,09:11:42,7.4
25/09/01,09:11:44,7.2
25/09/01,09:11:46,7.8
25/09/01,09:11:48,7.3
25/09/01,09:11:50,7.0
25/09/01,09:11:52,6.9
25/09/01,09:11:54,6.8
25/09/01,09:11:56,6.7
25/09/01,09:11:58,7.2
25/09/01,09:12:00,6.8
25/09/01,09:12:02,6.3
25/09/01,09:12:04,6.5
25/09/01,09:12:06,7.2
25/09/01,09:12:08,6.2
25/09/01,09:12:10,6.1
25/09/01,09:12:12,6.1
25/09/01,09:12:14,5.9
25/09/01,09:12:16,6.0
25/09/01,09:12:18,6.0
25/09/01,09:12:20,5.8
25/09/01,09:12:22,6.0
25/09/01,09:12:24,6.0
25/09/01,09:12:26,5.9
25/09/01,09:12:28,5.8
25/09/01,09:12:30,5.9
25/09/01,09:12:32,5.8
25/09/01,09:12:34,6.0
25/09/01,09:12:36,5.8
25/09/01,09:12:38,5.6
25/09/01,09:12:40,5.8
25/09/01,09:12:42,5.8
25/09/01,09:12:44,5.7
25/09/01,09:12:46,6.0
25/09/01,09:12:48,5.8
25/09/01,09:12:50,6.0
25/09/01,09:12:52,5.8
25/09/01,09:12:54,5.7
25/09/01,09:12:56,5.8
25/09/01,09:12:58,5.8
25/09/01,09:13:00,5.8
25/09/01,09:13:02,6.0
25/09/01,09:13:04,5.7
25/09/01,09:13:06,5.7
25/09/01,09:13:08,4.1
25/09/01,09:13:57,6.4
25/09/01,09:13:59,5.4
25/09/01,09:14:01,5.5
25/09/01,09:14:03,5.4
25/09/01,09:14:05,5.3
25/09/01,09:14:07,2.1
25/09/01,09:16:52,6.0
25/09/01,09:16:54,5.6
25/09/01,09:16:56,5.5
25/09/01,09:16:58,5.6
25/09/01,09:17:00,5.5
25/09/01,09:17:02,5.6
25/09/01,09:17:04,5.4
25/09/01,09:17:06,5.7
25/09/01,09:17:08,5.6
25/09/01,09:17:10,5.7
25/09/01,09:17:12,5.5
25/09/01,09:17:14,5.7
25/09/01,09:17:16,5.6
25/09/01,09:17:18,5.5
25/09/01,09:17:20,5.8
25/09/01,09:17:22,5.6
25/09/01,09:17:24,5.6
25/09/01,09:17:26,5.8
25/09/01,09:17:28,5.6
25/09/01,09:17:30,5.6
25/09/01,09:17:32,5.7
25/09/01,09:17:34,5.7
25/09/01,09:17:36,5.6
25/09/01,09:17:38,5.5
25/09/01,09:17:40,5.6
25/09/01,09:17:42,5.7
25/09/01,09:17:44,5.9
25/09/01,09:17:46,5.7
25/09/01,09:17:48,6.3
25/09/01,09:17:50,5.7
25/09/01,09:17:52,5.8
25/09/01,09:17:54,6.0
25/09/01,09:17:56,5.9
25/09/01,09:17:58,5.8
25/09/01,09:18:00,5.9
25/09/01,09:18:02,5.8
25/09/01,09:18:04,5.7
25/09/01,09:18:06,5.8
25/09/01,09:18:08,5.7
25/09/01,09:18:10,6.1
25/09/01,09:18:12,6.5
25/09/01,09:18:14,5.8
25/09/01,09:18:16,5.9
25/09/01,09:18:18,5.7
25/09/01,09:18:20,6.0
25/09/01,09:18:22,5.9
25/09/01,09:18:24,5.8
25/09/01,09:18:26,5.7
25/09/01,09:18:28,6.0
25/09/01,09:18:30,5.8
25/09/01,09:18:32,6.1
25/09/01,09:18:34,6.5
25/09/01,09:18:36,6.0
25/09/01,09:18:38,7.9
25/09/01,09:18:40,7.3
25/09/01,09:18:42,6.6
25/09/01,09:18:44,7.2
25/09/01,09:18:46,6.8
25/09/01,09:18:48,6.7
25/09/01,09:18:50,7.2
25/09/01,09:18:52,6.6
25/09/01,09:18:54,7.3
25/09/01,09:18:56,7.6
25/09/01,09:18:58,7.8
25/09/01,09:19:00,8.0
25/09/01,09:19:02,7.5
25/09/01,09:19:04,7.5
25/09/01,09:19:06,7.4
25/09/01,09:19:08,7.4
25/09/01,09:19:10,7.3
25/09/01,09:19:12,7.2
25/09/01,09:19:14,7.7
25/09/01,09:19:16,7.2
25/09/01,09:19:18,7.1
25/09/01,09:19:20,7.0
25/09/01,09:19:22,7.1
25/09/01,09:19:24,6.7
25/09/01,09:19:26,7.2
25/09/01,09:19:28,7.0
25/09/01,09:19:30,6.8
25/09/01,09:19:32,7.7
25/09/01,09:19:34,6.9
25/09/01,09:19:36,6.8
25/09/01,09:19:38,7.6
25/09/01,09:19:40,7.0
25/09/01,09:19:42,7.4
25/09/01,09:19:44,6.8
25/09/01,09:19:46,7.0
25/09/01,09:19:48,7.0
25/09/01,09:19:50,7.0
25/09/01,09:19:52,7.4
25/09/01,09:19:54,7.6
25/09/01,09:19:56,7.1
25/09/01,09:19:58,7.3
25/09/01,09:20:00,7.2
25/09/01,09:20:02,7.1
25/09/01,09:20:04,7.7
25/09/01,09:20:06,7.6
25/09/01,09:20:08,7.6
25/09/01,09:20:10,7.9
25/09/01,09:20:12,7.2
25/09/01,09:20:14,7.2
25/09/01,09:20:16,7.4
25/09/01,09:20:18,7.3
25/09/01,09:20:20,8.0
25/09/01,09:20:22,7.3
25/09/01,09:20:24,7.2
25/09/01,09:20:26,7.5
25/09/01,09:20:28,7.2
25/09/01,09:20:30,7.1
25/09/01,09:20:32,7.4
25/09/01,09:20:34,7.1
25/09/01,09:20:36,7.1
25/09/01,09:20:38,6.9
25/09/01,09:20:40,7.2
25/09/01,09:20:42,7.1
25/09/01,09:20:44,7.0
25/09/01,09:20:46,6.8
25/09/01,09:20:48,7.1
25/09/01,09:20:50,6.9
25/09/01,09:20:52,7.1
25/09/01,09:20:54,7.0
25/09/01,09:20:56,6.9
25/09/01,09:20:58,7.4
25/09/01,09:21:00,7.1
25/09/01,09:21:02,7.1
25/09/01,09:21:04,7.5
25/09/01,09:21:06,7.2
25/09/01,09:21:08,7.8
25/09/01,09:21:10,7.7
25/09/01,09:21:12,7.7
25/09/01,09:21:14,7.3
25/09/01,09:21:16,7.5
25/09/01,09:21:18,7.9
25/09/01,09:21:20,8.1
25/09/01,09:21:22,8.0
25/09/01,09:21:24,7.9
25/09/01,09:21:26,7.7
25/09/01,09:21:28,7.6
25/09/01,09:21:30,8.0
25/09/01,09:21:32,7.8
25/09/01,09:21:34,8.6
25/09/01,09:21:36,8.6
25/09/01,09:21:38,8.2
25/09/01,09:21:40,8.8
25/09/01,09:21:42,8.4
25/09/01,09:21:44,8.4
25/09/01,09:21:46,8.5
25/09/01,09:21:48,8.4
25/09/01,09:21:50,8.4
25/09/01,09:21:52,8.4
25/09/01,09:21:54,7.9
25/09/01,09:21:56,8.3
25/09/01,09:21:58,7.9
25/09/01,09:22:00,8.0
25/09/01,09:22:02,8.5
25/09/01,09:22:04,8.1
25/09/01,09:22:06,8.5
25/09/01,09:22:08,8.2
25/09/01,09:22:10,8.2
25/09/01,09:22:12,8.5
25/09/01,09:22:14,8.1
25/09/01,09:22:16,8.0
25/09/01,09:22:18,8.3
25/09/01,09:22:20,8.2
25/09/01,09:22:22,8.6
25/09/01,09:22:24,8.6
25/09/01,09:22:26,8.5
25/09/01,09:22:28,7.6
25/09/01,09:22:30,7.3
25/09/01,09:22:32,7.3
25/09/01,09:22:34,7.6
25/09/01,09:22:36,7.2
25/09/01,09:22:38,7.5
25/09/01,09:22:40,6.7
25/09/01,09:22:42,6.7
25/09/01,09:22:44,6.6
25/09/01,09:22:46,6.5
25/09/01,09:22:48,6.8
25/09/01,09:22:50,6.7
25/09/01,09:22:52,6.4
25/09/01,09:22:54,6.5
25/09/01,09:22:56,6.1
25/09/01,09:22:58,6.3
25/09/01,09:23:00,6.3
25/09/01,09:23:02,6.0
25/09/01,09:23:04,6.3
25/09/01,09:23:06,6.1
25/09/01,09:23:08,6.0
25/09/01,09:23:10,5.9
25/09/01,09:23:12,5.8
25/09/01,09:23:14,5.8
25/09/01,09:23:16,6.1
25/09/01,09:23:18,6.2
25/09/01,09:23:20,5.9
25/09/01,09:23:22,5.7
25/09/01,09:23:24,5.8
25/09/01,09:23:26,5.6
25/09/01,09:23:28,5.7
25/09/01,09:23:30,5.6
25/09/01,09:23:32,5.7
25/09/01,09:23:34,5.8
25/09/01,09:23:36,5.7
25/09/01,09:23:38,5.6
25/09/01,09:23:40,5.7
25/09/01,09:23:42,5.6
25/09/01,09:23:44,5.9
25/09/01,09:23:46,5.9
25/09/01,09:23:48,5.6
25/09/01,09:23:50,5.8
25/09/01,09:23:52,5.7
25/09/01,09:23:54,5.6
25/09/01,09:23:56,5.9
25/09/01,09:23:58,5.6
25/09/01,09:24:00,5.7
25/09/01,09:24:02,5.5
25/09/01,09:24:04,5.5
25/09/01,09:24:06,5.5
25/09/01,09:24:08,5.4
25/09/01,09:24:10,5.6
25/09/01,09:24:12,5.8
25/09/01,09:24:14,5.6
25/09/01,09:24:16,5.5
25/09/01,09:24:18,5.5
25/09/01,09:31:28,4.3
25/09/01,09:32:38,1.5
25/09/01,09:32:41,5.8
25/09/01,09:32:42,5.7
25/09/01,09:32:44,5.5
25/09/01,09:33:11,10.0
25/09/01,09:33:13,5.5
25/09/01,09:33:15,5.4
25/09/01,09:33:17,5.4
25/09/01,09:33:19,5.6
25/09/01,09:33:21,5.4
25/09/01,09:33:23,5.5
25/09/01,09:33:25,5.4
25/09/01,09:33:27,5.5
25/09/01,09:33:29,5.5
25/09/01,09:33:31,5.4
25/09/01,09:33:33,5.4
25/09/01,09:33:35,5.5
25/09/01,09:33:37,5.4
25/09/01,09:33:39,5.8
25/09/01,09:33:41,5.6
25/09/01,09:33:43,5.5
25/09/01,09:33:45,5.4
25/09/01,09:33:47,5.4
25/09/01,09:33:49,5.5
25/09/01,09:33:51,5.5
25/09/01,09:33:53,5.6
25/09/01,09:33:55,5.6
25/09/01,09:33:57,5.5
25/09/01,09:33:59,5.5
25/09/01,09:34:01,5.5
25/09/01,09:34:03,5.6
25/09/01,09:34:05,5.6
25/09/01,09:34:07,5.5
25/09/01,09:34:09,5.5
25/09/01,09:34:11,5.6
25/09/01,09:34:13,5.5
25/09/01,09:34:15,5.5
25/09/01,09:34:17,5.5
25/09/01,09:34:19,5.5
25/09/01,09:34:21,5.4
25/09/01,09:34:23,5.5
25/09/01,09:34:25,5.5
25/09/01,09:34:27,5.5
25/09/01,09:34:29,5.6
25/09/01,09:34:31,5.6
25/09/01,09:34:33,5.9
25/09/01,09:34:35,5.9
25/09/01,09:34:37,5.9
25/09/01,09:34:39,5.6
25/09/01,09:34:41,5.6
25/09/01,09:34:43,5.7
25/09/01,09:34:45,5.8
25/09/01,09:34:47,5.9
25/09/01,09:34:49,5.9
25/09/01,09:34:51,6.1
25/09/01,09:34:53,6.1
25/09/01,09:34:55,6.2
25/09/01,09:34:57,5.9
25/09/01,09:34:59,5.9
25/09/01,09:35:01,6.1
25/09/01,09:35:03,6.0
25/09/01,09:35:05,6.2
25/09/01,09:35:07,6.0
25/09/01,09:35:09,6.2
25/09/01,09:35:11,6.5
25/09/01,09:35:13,6.4
25/09/01,09:35:15,6.8
25/09/01,09:35:17,6.7
25/09/01,09:35:19,6.9
25/09/01,09:35:21,7.6
25/09/01,09:35:23,7.1
25/09/01,09:35:25,8.1
25/09/01,09:35:27,7.9
25/09/01,09:35:29,7.9
25/09/01,09:35:31,7.7
25/09/01,09:35:33,7.7
25/09/01,09:35:35,7.2
25/09/01,09:35:37,7.4
25/09/01,09:35:39,7.3
25/09/01,09:35:41,7.2
25/09/01,09:35:43,7.2
25/09/01,09:35:45,7.2
25/09/01,09:35:47,7.0
25/09/01,09:35:49,7.1
25/09/01,09:35:51,6.7
25/09/01,09:35:53,7.0
25/09/01,09:35:55,6.9
25/09/01,09:35:57,6.5
25/09/01,09:35:59,6.8
25/09/01,09:36:01,6.6
25/09/01,09:36:03,6.6
25/09/01,09:36:05,7.0
25/09/01,09:36:07,6.8
25/09/01,09:36:09,6.8
25/09/01,09:36:11,7.0
25/09/01,09:36:13,6.6
25/09/01,09:36:15,6.7
25/09/01,09:36:17,6.9
25/09/01,09:36:19,7.1
25/09/01,09:36:21,7.1
25/09/01,09:36:23,7.0
25/09/01,09:36:25,6.8
25/09/01,09:36:27,6.7
25/09/01,09:36:29,6.7
25/09/01,09:36:31,7.0
25/09/01,09:36:33,7.0
25/09/01,09:36:35,6.9
25/09/01,09:36:37,7.2
25/09/01,09:36:39,6.8
25/09/01,09:36:41,7.1
25/09/01,09:36:43,7.1
25/09/01,09:36:45,6.8
25/09/01,09:36:47,7.1
25/09/01,09:36:49,7.1
25/09/01,09:36:51,6.9
25/09/01,09:36:53,7.1
25/09/01,09:36:55,6.9
25/09/01,09:36:57,7.0
25/09/01,09:36:59,7.3
25/09/01,09:37:01,6.8
25/09/01,09:37:03,7.1
25/09/01,09:37:05,7.2
25/09/01,09:37:07,6.8
25/09/01,09:37:09,7.2
25/09/01,09:37:11,7.4
25/09/01,09:37:13,6.9
25/09/01,09:37:15,7.1
25/09/01,09:37:17,7.0
25/09/01,09:37:19,7.0
25/09/01,09:37:21,7.1
25/09/01,09:37:23,6.9
25/09/01,09:37:25,7.1
25/09/01,09:37:27,7.1
25/09/01,09:37:29,7.0
25/09/01,09:37:31,7.2
25/09/01,09:37:33,7.0
25/09/01,09:37:35,7.3
25/09/01,09:37:37,7.5
25/09/01,09:37:39,7.4
25/09/01,09:37:41,7.4
25/09/01,09:37:43,7.7
25/09/01,09:37:45,7.9
25/09/01,09:37:47,7.9
25/09/01,09:37:49,7.9
25/09/01,09:37:51,8.3
25/09/01,09:37:53,8.1
25/09/01,09:37:55,8.3
25/09/01,09:37:57,8.6
25/09/01,09:37:59,8.4
25/09/01,09:38:01,8.5
25/09/01,09:38:03,8.7
25/09/01,09:38:05,8.8
25/09/01,09:38:07,8.8
25/09/01,09:38:09,8.5
25/09/01,09:38:11,8.6
25/09/01,09:38:13,8.6
25/09/01,09:38:15,8.8
25/09/01,09:38:17,8.6
25/09/01,09:38:19,8.8
25/09/01,09:38:21,8.5
25/09/01,09:38:23,8.8
25/09/01,09:38:25,9.0
25/09/01,09:38:27,8.9
25/09/01,09:38:29,8.7
25/09/01,09:38:31,8.3
25/09/01,09:38:33,8.6
25/09/01,09:38:35,8.9
25/09/01,09:38:37,8.7
25/09/01,09:38:39,8.8
25/09/01,09:38:41,9.2
25/09/01,09:38:43,8.9
25/09/01,09:38:45,9.1
25/09/01,09:38:47,8.7
25/09/01,09:38:49,8.8
25/09/01,09:38:51,8.2
25/09/01,09:38:53,7.6
25/09/01,09:38:55,7.5
25/09/01,09:38:57,7.2
25/09/01,09:38:59,7.3
25/09/01,09:39:01,7.4
25/09/01,09:39:03,7.0
25/09/01,09:39:05,7.4
25/09/01,09:39:07,7.4
25/09/01,09:39:09,6.8
25/09/01,09:39:11,6.9
25/09/01,09:39:13,6.7
25/09/01,09:39:15,6.7
25/09/01,09:39:17,6.9
25/09/01,09:39:19,6.2
25/09/01,09:39:21,6.4
25/09/01,09:39:23,6.2
25/09/01,09:39:25,6.2
25/09/01,09:39:27,6.2
25/09/01,09:39:29,6.1
25/09/01,09:39:31,5.9
25/09/01,09:39:33,5.9
25/09/01,09:39:35,5.9
25/09/01,09:39:37,5.8
25/09/01,09:39:39,5.8
25/09/01,09:39:41,5.8
25/09/01,09:39:43,5.8
25/09/01,09:39:45,5.8
25/09/01,09:39:47,5.6
25/09/01,09:39:49,5.6
25/09/01,09:39:51,5.6
25/09/01,09:39:53,5.6
25/09/01,09:39:55,5.7
25/09/01,09:39:57,5.7
25/09/01,09:39:59,5.7
25/09/01,09:40:01,5.7
25/09/01,09:40:03,5.7
25/09/01,09:40:05,5.6
25/09/01,09:40:07,5.7
25/09/01,09:40:09,5.5
25/09/01,09:40:11,5.6
25/09/01,09:40:13,5.9
25/09/01,09:40:15,5.7
25/09/01,09:40:17,5.7
25/09/01,09:40:19,5.6
25/09/01,09:40:21,5.6
25/09/01,09:40:23,5.5
25/09/01,09:40:25,4.6
25/09/01,09:41:47,5.5
25/09/01,09:41:49,5.6
25/09/01,09:41:51,5.5
25/09/01,09:41:53,5.5
25/09/01,09:41:55,5.5
25/09/01,09:41:57,5.5
25/09/01,09:41:59,5.6
25/09/01,09:42:54,8.8
25/09/01,09:42:56,5.5
25/09/01,09:42:58,5.6
25/09/01,09:43:00,5.6
25/09/01,09:43:02,5.5
25/09/01,09:43:04,5.4
25/09/01,09:43:06,5.5
25/09/01,09:43:08,5.6
25/09/01,09:43:10,5.5
25/09/01,09:43:12,5.4
25/09/01,09:43:14,5.4
25/09/01,09:43:16,5.4
25/09/01,09:43:18,5.4
25/09/01,09:43:20,5.5
25/09/01,09:43:22,5.4
25/09/01,09:43:24,5.4
25/09/01,09:43:26,5.5
25/09/01,09:43:28,5.4
25/09/01,09:43:30,5.4
25/09/01,09:43:32,5.5
25/09/01,09:43:34,5.5
25/09/01,09:43:36,5.5
25/09/01,09:43:38,5.6
25/09/01,09:43:40,5.5
25/09/01,09:43:42,5.6
25/09/01,09:43:44,5.7
25/09/01,09:43:46,5.5
25/09/01,09:43:48,5.5
25/09/01,09:43:50,5.6
25/09/01,09:43:52,5.5
25/09/01,09:43:54,5.5
25/09/01,09:43:56,5.6
25/09/01,09:43:58,5.4
25/09/01,09:44:00,5.7
25/09/01,09:44:02,5.5
25/09/01,09:44:04,5.5
25/09/01,09:44:06,5.6
25/09/01,09:44:08,5.5
25/09/01,09:44:10,5.5
25/09/01,09:44:12,5.8
25/09/01,09:44:14,5.5
25/09/01,09:44:16,5.5
25/09/01,09:44:18,5.4
25/09/01,09:44:20,5.3
25/09/01,09:44:22,5.5
25/09/01,09:44:24,5.9
25/09/01,09:44:26,5.6
25/09/01,09:44:28,5.7
25/09/01,09:44:30,5.4
25/09/01,09:44:32,5.4
25/09/01,09:44:34,5.4
25/09/01,09:44:36,5.3
25/09/01,09:44:38,5.4
25/09/01,09:44:40,5.7
25/09/01,09:44:42,5.3
25/09/01,09:44:44,5.4
25/09/01,09:44:46,5.4
25/09/01,09:44:48,5.4
25/09/01,09:44:50,5.8
25/09/01,09:44:52,5.9
25/09/01,09:44:54,5.3
25/09/01,09:44:56,5.9
25/09/01,09:44:58,5.6
25/09/01,09:45:00,5.6
25/09/01,09:45:02,6.0
25/09/01,09:45:04,5.6
25/09/01,09:45:06,6.0
25/09/01,09:45:08,6.5
25/09/01,09:45:10,5.7
25/09/01,09:45:12,6.0
25/09/01,09:45:14,5.8
25/09/01,09:45:16,5.9
25/09/01,09:45:18,7.3
25/09/01,09:45:20,6.3
25/09/01,09:45:22,6.2
25/09/01,09:45:24,6.5
25/09/01,09:45:26,5.9
25/09/01,09:45:28,5.9
25/09/01,09:45:30,6.5
25/09/01,09:45:32,5.9
25/09/01,09:45:34,6.1
25/09/01,09:45:36,6.4
25/09/01,09:45:38,5.9
25/09/01,09:45:40,6.0
25/09/01,09:45:42,5.9
25/09/01,09:45:44,6.0
25/09/01,09:45:46,6.6
25/09/01,09:45:48,6.3
25/09/01,09:45:50,6.0
25/09/01,09:45:52,5.8
25/09/01,09:45:54,5.8
25/09/01,09:45:56,6.0
25/09/01,09:45:58,6.2
25/09/01,09:46:00,6.0
25/09/01,09:46:02,6.3
25/09/01,09:46:04,5.9
25/09/01,09:46:06,5.9
25/09/01,09:46:08,6.1
25/09/01,09:46:10,6.6
25/09/01,09:46:12,6.4
25/09/01,09:46:14,6.5
25/09/01,09:46:16,6.1
25/09/01,09:46:18,6.3
25/09/01,09:46:20,6.2
25/09/01,09:46:22,6.2
25/09/01,09:46:24,6.5
25/09/01,09:46:26,6.6
25/09/01,09:46:28,6.4
25/09/01,09:46:30,6.6
25/09/01,09:46:32,6.2
25/09/01,09:46:34,6.2
25/09/01,09:46:36,6.8
25/09/01,09:46:38,6.2
25/09/01,09:46:40,6.8
25/09/01,09:46:42,6.7
25/09/01,09:46:44,6.6
25/09/01,09:46:46,6.7
25/09/01,09:46:48,6.8
25/09/01,09:46:50,6.7
25/09/01,09:46:52,7.1
25/09/01,09:46:54,7.2
25/09/01,09:46:56,8.1
25/09/01,09:46:58,7.6
25/09/01,09:47:00,7.0
25/09/01,09:47:02,7.3
25/09/01,09:47:04,7.8
25/09/01,09:47:06,7.3
25/09/01,09:47:08,8.1
25/09/01,09:47:10,7.8
25/09/01,09:47:12,7.4
25/09/01,09:47:14,7.4
25/09/01,09:47:16,7.3
25/09/01,09:47:18,7.5
25/09/01,09:47:20,7.6
25/09/01,09:47:22,7.4
25/09/01,09:47:24,7.8
25/09/01,09:47:26,7.6
25/09/01,09:47:28,7.7
25/09/01,09:47:30,8.1
25/09/01,09:47:32,7.5
25/09/01,09:47:34,7.9
25/09/01,09:47:36,7.7
25/09/01,09:47:38,7.6
25/09/01,09:47:40,7.8
25/09/01,09:47:42,7.6
25/09/01,09:47:44,7.7
25/09/01,09:47:46,8.0
25/09/01,09:47:48,7.6
25/09/01,09:47:50,7.5
25/09/01,09:47:52,7.8
25/09/01,09:47:54,7.7
25/09/01,09:47:56,8.1
25/09/01,09:47:58,7.7
25/09/01,09:48:00,7.8
25/09/01,09:48:02,7.9
25/09/01,09:48:04,7.6
25/09/01,09:48:06,8.2
25/09/01,09:48:08,8.2
25/09/01,09:48:10,8.1
25/09/01,09:48:12,8.2
25/09/01,09:48:14,7.8
25/09/01,09:48:16,7.8
25/09/01,09:48:18,8.2
25/09/01,09:48:20,7.7
25/09/01,09:48:22,8.4
25/09/01,09:48:24,8.0
25/09/01,09:48:26,7.7
25/09/01,09:48:28,8.3
25/09/01,09:48:30,7.7
25/09/01,09:48:32,7.5
25/09/01,09:48:34,8.2
25/09/01,09:48:36,8.0
25/09/01,09:48:38,8.2
25/09/01,09:48:40,7.8
25/09/01,09:48:42,7.0
25/09/01,09:48:44,6.8
25/09/01,09:48:46,7.1
25/09/01,09:48:48,7.0
25/09/01,09:48:50,6.9
25/09/01,09:48:52,6.5
25/09/01,09:48:54,6.3
25/09/01,09:48:56,6.3
25/09/01,09:48:58,6.2
25/09/01,09:49:00,6.3
25/09/01,09:49:02,6.1
25/09/01,09:49:04,6.0
25/09/01,09:49:06,6.2
25/09/01,09:49:08,6.0
25/09/01,09:49:10,6.0
25/09/01,09:49:12,6.0
25/09/01,09:49:14,6.0
25/09/01,09:49:16,5.9
25/09/01,09:49:18,5.9
25/09/01,09:49:20,5.7
25/09/01,09:49:22,5.7
25/09/01,09:49:24,5.8
25/09/01,09:49:26,5.6
25/09/01,09:49:28,5.9
25/09/01,09:49:30,5.6
25/09/01,09:49:32,5.5
25/09/01,09:49:34,5.8
25/09/01,09:49:36,5.6
25/09/01,09:49:38,5.5
